id,name,youtube_url,cover_url,artist_id,created_at,album_id,preview_url
18,Mimpi Yang Sempurna,_OW30kEHcZo,https://i.scdn.co/image/ab67616d0000b27324496b7707e9304c4ad76c5a,1,2023-01-04 06:02:03.795879+00,3,https://p.scdn.co/mp3-preview/8ea3c3ed5d06e32b1abbd97d0770a88441acde32
19,Yang Terdalam,CNbmVEEW-mA,https://i.scdn.co/image/ab67616d0000b27324496b7707e9304c4ad76c5a,1,2023-01-04 06:02:32.693459+00,3,https://p.scdn.co/mp3-preview/c739baeaad64e47007cca92c02cb16b11451fd7d
20,Topeng,palz438KT3Y,https://i.scdn.co/image/ab67616d0000b27324496b7707e9304c4ad76c5a,1,2023-01-04 06:02:50.41017+00,3,https://p.scdn.co/mp3-preview/7da40111f9d28915b7a9357495040770e9f79e6a
21,Ada Apa Denganmu,sEM01iNOSQA,https://i.scdn.co/image/ab67616d00001e02af69d9e82cc973f608481610,1,2023-01-04 06:04:09.397488+00,1,https://p.scdn.co/mp3-preview/c6e19c3e7e0af8cf26f54b41468b1b0121166f11
22,Mungkin Nanti,SWcMwUySDvI,https://i.scdn.co/image/ab67616d00001e02af69d9e82cc973f608481610,1,2023-01-04 06:04:32.446516+00,1,https://p.scdn.co/mp3-preview/874ad06ded337fa74144ee3e18efe00b203de178
23,Khayalan Tingkat Tinggi,9yQVWPlUGBE,https://i.scdn.co/image/ab67616d00001e02af69d9e82cc973f608481610,1,2023-01-04 06:04:57.95069+00,1,https://p.scdn.co/mp3-preview/88507b9553e52e7bc58a16d5cc9a3cead5fa4b0e
24,Di Belakangku,0Wd7PCWK6rs,https://i.scdn.co/image/ab67616d00001e02af69d9e82cc973f608481610,1,2023-01-04 06:05:16.270771+00,1,https://p.scdn.co/mp3-preview/bf6b7504a4add5a5e5a5bdadae0554449b28843e
25,Kukatakan Dengan Indah,GrwXogA8Gxg,https://i.scdn.co/image/ab67616d00001e02af69d9e82cc973f608481610,1,2023-01-04 06:05:47.841574+00,1,https://p.scdn.co/mp3-preview/a108c27d2ded471c0644a540b693dd52d13d7b98
26,Diatas Normal,63ajdN6bOVM,https://i.scdn.co/image/ab67616d00001e02af69d9e82cc973f608481610,1,2023-01-04 06:06:10.466162+00,1,https://p.scdn.co/mp3-preview/13a1750f983ecb853c63c05670e1b5fb14325cb0
27,Menghapus Jejakmu,nGMP3kYq2bE,https://i.scdn.co/image/ab67616d00001e02076747ead143aa3cd8c1d2f0,1,2023-01-04 06:07:37.915086+00,2,https://p.scdn.co/mp3-preview/e4802e7f358039bb15eaced6211fb4bb9c44c8c1
28,Dibalik Awan,8wPuuSa7DG8,https://i.scdn.co/image/ab67616d00001e02076747ead143aa3cd8c1d2f0,1,2023-01-04 06:07:55.026307+00,2,https://p.scdn.co/mp3-preview/18695104da611068db72428496fbfdbd4369203b
29,Cobalah Mengerti,atGEIFsuLpA,https://i.scdn.co/image/ab67616d00001e02076747ead143aa3cd8c1d2f0,1,2023-01-04 06:08:14.492817+00,2,https://p.scdn.co/mp3-preview/b81b9dd84c475d208852c57fc6b17eed112ccaaf
30,Tak Bisakah,n_rwZ3ETimI,https://i.scdn.co/image/ab67616d00001e02d945ace4a7fb61330e08a912,1,2023-01-04 06:10:15.29638+00,14,https://p.scdn.co/mp3-preview/4fe96363b924f72a49c6569b0d18d84ae6fc96ea
31,Membebaniku,i-8PqFReWLg,https://i.scdn.co/image/ab67616d00001e02d945ace4a7fb61330e08a912,1,2023-01-04 06:10:32.259348+00,14,https://p.scdn.co/mp3-preview/7f2decd8739dbee1de0d330b354bd536cab1fc5a
32,Menunggu Pagi,65K07Vssb_0,https://i.scdn.co/image/ab67616d00001e02d945ace4a7fb61330e08a912,1,2023-01-04 06:10:48.677927+00,14,https://p.scdn.co/mp3-preview/4c7603591f523971990f40ed283f04810b8a9f26
33,Langit Tak Mendengar,Fq7oDt3_r48,https://i.scdn.co/image/ab67616d00001e02d945ace4a7fb61330e08a912,1,2023-01-04 06:11:23.149361+00,14,https://p.scdn.co/mp3-preview/1a1e65cde3d474ad8a775f52f9279ae11aaa7b8f
34,Jika Engkau,8Rxj-Drr0dA,https://i.scdn.co/image/ab67616d0000b273aa994128eba603922ce924a0,1,2023-01-04 06:12:41.973983+00,4,https://p.scdn.co/mp3-preview/4d6a691b8d7665750a4f4899b0a961885974281a
35,Hidup Untukmu Mati Tanpamu,hlxF0LefCtE,https://i.scdn.co/image/ab67616d0000b273aa994128eba603922ce924a0,1,2023-01-04 06:13:01.024813+00,4,https://p.scdn.co/mp3-preview/eb789ff8e2c0477540b824143375c7f94868d75d
36,Tak Lagi Sama,TgB9nhQkLYA,https://i.scdn.co/image/ab67616d0000b273aa994128eba603922ce924a0,1,2023-01-04 06:13:19.542969+00,4,https://p.scdn.co/mp3-preview/3b3ed0334dad1fa1729178adcba46424458b80b4
37,Ini Cinta,NacLeWWpyvQ,https://i.scdn.co/image/ab67616d0000b273aa994128eba603922ce924a0,1,2023-01-04 06:13:44.857867+00,4,https://p.scdn.co/mp3-preview/51c120eb85a10912a687a218106c45b549e76b98
38,Terbangun Sendiri,rJXR4c4bgcM,https://i.scdn.co/image/ab67616d0000b273aa994128eba603922ce924a0,1,2023-01-04 06:14:16.890373+00,4,https://p.scdn.co/mp3-preview/28a8dc3857cc73aedc5f0678bf5bea4aa63d4244
39,Sendiri Lagi,vTJ2jPiFbrY,https://i.scdn.co/image/ab67616d0000b273aa994128eba603922ce924a0,1,2023-01-04 06:14:27.440998+00,4,https://p.scdn.co/mp3-preview/19b5d1b5c01cb10ebf71857e77df3e8a1353ee33
40,Wanitaku,sk-T8E4ubfo,https://i.scdn.co/image/ab67706c0000bebb8d82e2ee27cd5b4018e5f480,1,2023-01-04 06:15:03.778421+00,5,https://p.scdn.co/mp3-preview/7039271ed97d5b11db62913b78aabc115682d691
41,Kupeluk Hatimu,jFGkeMPq8Lo,https://i.scdn.co/image/ab67706c0000bebb8d82e2ee27cd5b4018e5f480,1,2023-01-04 06:15:20.27534+00,5,https://p.scdn.co/mp3-preview/62692e596bb6b7210b6ec873802813f38b9b6750
42,Kau Udara Bagiku,wYKsfZRD8Ac,https://i.scdn.co/image/ab67706c0000bebb8d82e2ee27cd5b4018e5f480,1,2023-01-04 06:15:54.922593+00,5,https://p.scdn.co/mp3-preview/ff4420adbde334a0ee269e13bef7c052786a3f5e
43,Jalani Mimpi,MhaWRStfP_c,https://i.scdn.co/image/ab67706c0000bebb8d82e2ee27cd5b4018e5f480,1,2023-01-04 06:16:12.482242+00,5,https://p.scdn.co/mp3-preview/ca6c216b90803577335617a89b9c8cd720e1bc87
44,Hero,MZeyWeyDk2I,https://i.scdn.co/image/ab67616d0000b27391079d7ff840d5273aa2957d,1,2023-01-04 06:17:44.40379+00,15,https://p.scdn.co/mp3-preview/cfca027bd83b13c7fafda5e6f88494431cc661ef
45,Seperti Kemarin,mGUTs3vxSAg,https://i.scdn.co/image/ab67616d0000b27391079d7ff840d5273aa2957d,1,2023-01-04 06:17:58.960302+00,15,https://p.scdn.co/mp3-preview/ddddbc456e4f941773e432c10480f52658e1139a
46,Dilema Besar,c76x9Qw1gt4,https://i.scdn.co/image/ab67616d0000b27391079d7ff840d5273aa2957d,1,2023-01-04 06:18:22.023332+00,15,https://p.scdn.co/mp3-preview/9603b2e58d36b9886a2500ce7928ebb3227a5dbc
47,Walau Habis Terang,Bw6xaaMQ458,https://i.scdn.co/image/ab67616d0000b27391079d7ff840d5273aa2957d,1,2023-01-04 06:18:42.685126+00,15,https://p.scdn.co/mp3-preview/c06868f82edc5f4e4cd4eaeac957840d88fc94f2
48,Tak Ada Yang Abadi,BEFkS7Grhkc,https://i.scdn.co/image/ab67616d0000b27391079d7ff840d5273aa2957d,1,2023-01-04 06:19:10.582377+00,15,https://p.scdn.co/mp3-preview/241101e46e68684e60691df92420a4bbe6ca6440
49,Menunggumu,A_OJzo1LUMI,https://i.scdn.co/image/ab67616d0000b27391079d7ff840d5273aa2957d,1,2023-01-04 06:19:30.676871+00,15,https://p.scdn.co/mp3-preview/858aaa0ebccb34b86f071c528f3f9c99661a064f
50,Dara,0wj1iOg3WLs,https://i.scdn.co/image/ab67616d0000b27391079d7ff840d5273aa2957d,1,2023-01-04 06:19:42.189608+00,15,https://p.scdn.co/mp3-preview/452b319b6a408bfcd1fa14a78f58633962295f00
51,Birds,vqOnUB9gnDM,https://i.scdn.co/image/ab67616d00001e028ff7c3580d429c8212b9a3b6,3,2023-01-04 08:16:11.684354+00,9,https://p.scdn.co/mp3-preview/582c6e1a455c4a543908280a71a1b7dd4aaf2089
52,Hymn for the Weekend,YykjpeuMNEk,https://i.scdn.co/image/ab67616d00001e028ff7c3580d429c8212b9a3b6,3,2023-01-04 08:16:36.135434+00,9,https://p.scdn.co/mp3-preview/b14e14b9e6c1dbe07461d078a88194363c64e1bf
53,Everglow,xn_1hFdE-5g,https://i.scdn.co/image/ab67616d00001e028ff7c3580d429c8212b9a3b6,3,2023-01-04 08:16:53.364954+00,9,https://p.scdn.co/mp3-preview/3a49b7563205be148aa0547f3b744f7d1c3535db
54,Adventure of a Lifetime,QtXby3twMmI,https://i.scdn.co/image/ab67616d00001e028ff7c3580d429c8212b9a3b6,3,2023-01-04 08:17:31.867284+00,9,https://p.scdn.co/mp3-preview/ed5d624b7d819b6ad55f7267aeadb1d789d9cc1a
55,Up & Up,BPNTC7uZYrI,https://i.scdn.co/image/ab67616d00001e028ff7c3580d429c8212b9a3b6,3,2023-01-04 08:17:50.992085+00,9,https://p.scdn.co/mp3-preview/4b77f10dde15e9414a29f167dca91df03bc60bc0
56,Hurts Like Heaven,C8KV0mzqTXY,https://i.scdn.co/image/ab67616d0000b273de0cd11d7b31c3bd1fd5983d,3,2023-01-04 08:18:46.558611+00,13,https://p.scdn.co/mp3-preview/f090061ccb4f06a16887659a80e53475e9b457bd
57,Charlie Brown,zTFBJgnNgU4,https://i.scdn.co/image/ab67616d0000b273de0cd11d7b31c3bd1fd5983d,3,2023-01-04 08:19:05.860969+00,13,https://p.scdn.co/mp3-preview/ca1b824382974c07d0b09b451d1595313377fd20
58,What if,tH-GPdkkNik,https://i.scdn.co/image/ab67616d0000b2734e0362c225863f6ae2432651,3,2023-01-04 08:19:54.192246+00,10,https://p.scdn.co/mp3-preview/8ced11da0a8badd8ddba877b7557f96ef27d6636
59,Speed of Sound,0k_1kvDh2UA,https://i.scdn.co/image/ab67616d0000b2734e0362c225863f6ae2432651,3,2023-01-04 08:20:31.219945+00,10,https://p.scdn.co/mp3-preview/2b96f724e306a6533b23383b43067eb782174cca
60,In My Place,gnIZ7RMuLpU,https://i.scdn.co/image/ab67616d00001e02de09e02aa7febf30b7c02d82,3,2023-01-04 08:21:03.3056+00,12,https://p.scdn.co/mp3-preview/fe7086f132f6fec6c458735d93b751ae2fada609
61,Clocks,d020hcWA_Wg,https://i.scdn.co/image/ab67616d00001e02de09e02aa7febf30b7c02d82,3,2023-01-04 08:21:30.320573+00,12,https://p.scdn.co/mp3-preview/5c1e3fabdc1c97878138c8a35d960c2bb5a99544
62,Shiver,u8XFFTWwSvY,https://i.scdn.co/image/ab67616d00001e023d92b2ad5af9fbc8637425f0,3,2023-01-04 08:22:12.648463+00,11,https://p.scdn.co/mp3-preview/f828e679b3d3e30b82d076f6d9a13476c3b16413
63,Trouble,kcASPx3-HuI,https://i.scdn.co/image/ab67616d00001e023d92b2ad5af9fbc8637425f0,3,2023-01-04 08:22:31.36051+00,11,https://p.scdn.co/mp3-preview/2ef01cec3f1f1d53c4017e06a5ef8eeb4975da50
64,Welcome To The Jungle,o1tj2zJ2Wvg,https://i.scdn.co/image/ab67616d00001e027e1774622a9c5f52b7dd1c33,2,2023-01-04 08:39:04.354012+00,6,https://p.scdn.co/mp3-preview/ccf775d9c7b2fb9ba2b5f73c54fcb6590086b958
65,Its So Easy,FMbl1ntpIXQ,https://i.scdn.co/image/ab67616d00001e027e1774622a9c5f52b7dd1c33,2,2023-01-04 08:39:22.281767+00,6,https://p.scdn.co/mp3-preview/c667d1dc5a188c0d7ee264b99ca289e326c98923
66,Nightrain,fTVCtiwPpQk,https://i.scdn.co/image/ab67616d00001e027e1774622a9c5f52b7dd1c33,2,2023-01-04 08:39:53.237053+00,6,https://p.scdn.co/mp3-preview/e2dfee246c580c5163694b09db57eea651ef4bee
67,One In A Million,ulvmdYMyT80,https://i.scdn.co/image/ab67706c0000da8483d2a5bf0a60bf11cd408a3b,2,2023-01-04 08:41:05.323589+00,8,https://p.scdn.co/mp3-preview/22fc62e0ce3b77d420de9b1089543094260463d7
68,Civil War,-ucDiz3GYrg,https://i.scdn.co/image/ab67616d0000b27392d21aef6c0d288cc4c05973,2,2023-01-04 08:43:37.189408+00,16,https://p.scdn.co/mp3-preview/38eff16f563066325fcbf073eb4b3eb088122032
69,Yesterdays,NDOPlpH6NZM,https://i.scdn.co/image/ab67616d0000b27392d21aef6c0d288cc4c05973,2,2023-01-04 08:43:54.480691+00,16,https://p.scdn.co/mp3-preview/2f0716fd63636081c8c85170a8054f69fcef0e57
70,Knockin On Heaven Door,k04tX2fvh0o,https://i.scdn.co/image/ab67616d0000b27392d21aef6c0d288cc4c05973,2,2023-01-04 08:44:56.086198+00,16,https://p.scdn.co/mp3-preview/7506e439977ca605770150e1b4a2aadd5c886cac
71,Estranged,dpmAY059TTY,https://i.scdn.co/image/ab67616d0000b27392d21aef6c0d288cc4c05973,2,2023-01-04 08:45:32.400604+00,16,https://p.scdn.co/mp3-preview/caf46246a2673a378e6111fc574d93a889e7520a
72,You Could Be Mine,qnFU-DxwpRs,https://i.scdn.co/image/ab67616d0000b27392d21aef6c0d288cc4c05973,2,2023-01-04 08:45:54.320769+00,16,https://p.scdn.co/mp3-preview/e1dee66cdf9bfb164147cc4a8f8ef6f5e18bbe17
73,Wildcard,ux9vr4xfWj4,https://i.scdn.co/image/ab67616d0000b2730cb7d8858f8239f0a5c65775,4,2023-01-04 10:15:33.613053+00,17,https://p.scdn.co/mp3-preview/b39fb8ff36c9f1e65528f6ce813e2d71370a0d03
74,Bazaar,KlJAiwwGHMg,https://i.scdn.co/image/ab67616d00001e023f959aa2b1b9a1f997bd71c4,4,2023-01-04 10:16:37.3665+00,17,https://p.scdn.co/mp3-preview/d1f5143cf88f42ae68a0ee5e093bcaa3969020b6
75,Dharma,YUMdd27gYbk,https://i.scdn.co/image/ab67616d0000b2734a0d386fe289e28a108acbf5,4,2023-01-04 10:17:48.045666+00,17,https://p.scdn.co/mp3-preview/d5d44a9ca749456b11563871502160feda313782
76,Mandala,ZgEY-EkNGN8,https://i.scdn.co/image/ab67616d00001e02b8d45b6f9cb82279fe0d7f30,4,2023-01-04 10:19:57.628427+00,17,https://p.scdn.co/mp3-preview/aef79489ce406532b64c6318febd7eecac23c694
77,Game of Thrones,no2dG9OlXZo,https://i.scdn.co/image/ab67616d0000b273d4024fdf2c5056be8a08d09c,4,2023-01-04 10:22:36.682548+00,17,https://p.scdn.co/mp3-preview/a66e485374e3fb98af747fbc22286a2bebfc87cf
80,No Heroes,dYa6KLLrWoU,https://i.scdn.co/image/ab67616d0000b273c563aac704ab440c95696f75,4,2023-01-04 10:29:50.330658+00,17,https://p.scdn.co/mp3-preview/84044648cf28ea5fb0cbe3deb21038e1ae610e1a
81,Karate,iGfofL3bJ-8,https://i.scdn.co/image/ab67616d00001e022d076543e015f5b54723a347,4,2023-01-04 10:32:09.033297+00,17,https://p.scdn.co/mp3-preview/b33341ef0a70eb3f0b6fd6a67c274a6ff0dd6247
82,Sahabat,gghD1JnLKoo,https://i.scdn.co/image/ab67616d0000b27324496b7707e9304c4ad76c5a,1,2023-01-04 10:49:37.873582+00,3,https://p.scdn.co/mp3-preview/f64e26fd13a77c87c852f5d6c2ac95e311354baf
83,Dan Hilang,SbMEWt2eRSw,https://i.scdn.co/image/ab67616d0000b27324496b7707e9304c4ad76c5a,1,2023-01-04 10:50:40.202921+00,3,https://p.scdn.co/mp3-preview/11a606cf4d83f47cfb5737439125a4363da0d035
84,Kita Tertawa,N9CuuHj2kM4,https://i.scdn.co/image/ab67616d0000b27324496b7707e9304c4ad76c5a,1,2023-01-04 10:51:24.294793+00,3,https://p.scdn.co/mp3-preview/c2ea7d036f704575a8f7f6dd967244a24fdcadf4
85,Satu Hati,u9Okc2-rYW8,https://i.scdn.co/image/ab67616d0000b27324496b7707e9304c4ad76c5a,1,2023-01-07 08:00:20.860557+00,3,https://p.scdn.co/mp3-preview/b3e865367c8d3387584c1ececb4247b51faea0bd
86,Tertinggalkan Waktu,O5YwqF27sDI,https://i.scdn.co/image/ab67616d0000b27324496b7707e9304c4ad76c5a,1,2023-01-07 08:01:27.887267+00,3,https://p.scdn.co/mp3-preview/e0521b5a120ec358c460d7f598b96d45ea082dcb
87,Tetap Berdiri (2DSD),ACcCd8205cA,https://i.scdn.co/image/ab67616d00001e02af69d9e82cc973f608481610,1,2023-01-07 08:02:50.039871+00,1,https://p.scdn.co/mp3-preview/b101aba590102caa97e9ed3c383feb5530556066
88,Kota Mati,xjn2V_mfMLk,https://i.scdn.co/image/ab67616d00001e02076747ead143aa3cd8c1d2f0,1,2023-01-07 08:06:05.827456+00,2,https://p.scdn.co/mp3-preview/701b8267681e0eb111bd77e49b27f8d263c4b878
89,Sally Sendiri,TlDmsHylk1U,https://i.scdn.co/image/ab67616d00001e02076747ead143aa3cd8c1d2f0,1,2023-01-07 08:06:46.660692+00,2,https://p.scdn.co/mp3-preview/3d037c4234b020755fbd2556a10e66ff960f4b31
90,Dunia Yang Terlupa,i_ZrWS8wMMI,https://i.scdn.co/image/ab67616d00001e02076747ead143aa3cd8c1d2f0,1,2023-01-07 08:08:16.038099+00,2,https://p.scdn.co/mp3-preview/350397675711f7a053509aacdbd09a71af48e2d6
